,name,price,ratings,num_rating_reviews,general,display,performance,connectivity,battery
861,LG Gram 16 2023 16Z90R Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),"₹1,42,990",55 votes,--rating: 4.55;,"['OS: Windows 11', 'Utility: Performance, Business', 'Thickness: 16.8\u2009mmSlim', '1.3\u2009kgLight', '1 Year Warranty']","['16\u2009inchesLarge', '1600\u2009x\u20092560\u2009pixelsAverage', '~ 189\u2009PPIHigh', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i7 1360P', '4 x 2.2\u2009GHz (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x 1.6\u2009GHz (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', '4\u2009GB, Nvidia RTX 3050 GraphicsSmall', '16\u2009GB LPDDR5 RAMAverage', '1\u2009TB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.1', '2 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['90\u2009Wh BatteryGood']
862,LG Gram 17 2023 17Z90R-G.CH77A2 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),"₹1,46,990",89 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Performance, Business', 'Thickness: 17.8\u2009mmAverage', '1.35\u2009kgLight', '1 Year Warranty']","['17\u2009inchesLarge', '1600\u2009x\u20092560\u2009pixelsAverage', '~ 147\u2009PPILow', 'Anti Glare', '16:10 Aspect Ratio']","['13th Gen Intel Core i7 1360P', '4 x 2.2\u2009GHz (Turbo Speed upto 5\u2009GHz) Performance Cores  8 x 1.6\u2009GHz (Turbo Speed upto 3.7\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', '4\u2009GB, Nvidia RTX 3050 GraphicsSmall', '16\u2009GB LPDDR5 RAMAverage', '1\u2009TB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.1', '2 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['90\u2009Wh BatteryGood']
863,LG Gram 2 in 1 16 Laptop (13th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹2,05,000",70 votes,--rating: 4.45;,"['OS: Windows 11', 'Utility: Performance, Business', 'Thickness: 16.95\u2009mmAverage', '1.48\u2009kgLight', '1 Year Warranty']","['16\u2009inchesAverage', '1600\u2009x\u20092560\u2009pixelsAverage', '~ 189\u2009PPIAverage', 'Touch Screen', '16:10 Aspect Ratio']","['13th Gen Intel Core i5 1340P', '4 x 1.9\u2009GHz (Turbo Speed upto 4.6\u2009GHz) Performance Cores  8 x 1.4\u2009GHz (Turbo Speed upto 3.4\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '12\u2009MB Cache', 'Intel Iris Xe Graphics  Graphics', '8\u2009GB LPDDR5 RAMSmallest', '256\u2009GB SSD']","['Thunderbolt', 'WiFi, Bluetooth v5.1', '1 x USB 3.0, 2 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['80\u2009Wh BatteryGood']
864,LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),"₹89,799",94 votes,--rating: 4.6;,"['OS: Windows 11', 'Utility: Performance, Business', 'Thickness: 16.3\u2009mmSlim', '1.6\u2009kgAverage', '1 Year Warranty']","['16\u2009inchesLarge', '1920\u2009x\u20091200\u2009pixelsGood', '~ 142\u2009PPIAverage', 'Touch Screen', 'Anti Glare', '16:10 Aspect Ratio']","['7th Gen AMD Ryzen 7 7730U', '8 x 2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Octa Core, 16 Threads', '16\u2009MB Cache', 'AMD Radeon 7 Graphics Graphics', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.1', '2 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['72\u2009Wh BatteryGood']
865,Dell Latitude 5420 GD723XE42 Laptop (11th Gen Core i5/ 8GB/ 512B SSD/ Win10 Pro),"₹80,990",104 votes,--rating: 4.15;,"['OS: Windows 10 ', 'Thickness: 19.3\u2009mmAverage', '1.37\u2009kgLight', '1 Year Warranty']","['14\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 157\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i5 1135G7 ', '4 x 2.4\u2009GHz (Turbo Speed upto 4.2\u2009GHz) Cores', 'Quad Core, 8 Threads', '8\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '8\u2009GB DDR4 RAMSmall', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.1', '2 x USB 3.0, 2 x USB Type-C', 'Inbuilt Microphone']",
866,MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹37,990",93 votes • 4 reviews,--rating: 4.4;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.35\u2009mmAverage', '1.4\u2009kgLight', '1 Year Warranty']","['14\u2009inchesSmall', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 157\u2009PPIHigh', 'Anti Glare']","['12th Gen Intel Core i3 1215U', '2 x 1.2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Hexa Core (2P + 4E), 8 Threads', '10\u2009MB Cache', 'Intel Integrated UHD Graphics', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
867,MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),"₹59,990",81 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.35\u2009mmAverage', '1.4\u2009kgLight', '1 Year Warranty']","['14\u2009inchesSmall', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 157\u2009PPIHigh', 'Anti Glare']","['7th Gen AMD Ryzen 7 7730U', '8 x 2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Octa Core, 16 Threads', '16\u2009MB Cache', 'AMD Radeon AMD Graphics', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v5.2', '2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['39.3\u2009Wh, 3 Cell BatteryGood']"
868,Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹52,990",66 votes,--rating: 4.2;,"['OS: Windows 11', 'Utility: Everyday Use, Performance', '1 Year Warranty']","['14\u2009inchesSmall', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['12th Gen Intel Core i5 1235U', '2 x 1.3\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  8 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', '10 Cores (2P + 8E), 12 Threads', '12\u2009MB Cache', 'Integrated Intel UHD Graphics Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Thunderbolt, Multi Card Reader', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['45\u2009Wh BatteryGood']
869,Lenovo V15 G2 ALC 82KDA01YIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ DOS),"₹35,990",127 votes • 6 reviews,--rating: 4.4;,"['OS: DOS', 'Utility: Performance', '1.7\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['5th Gen AMD Ryzen 5 5500U', '6 x 2.1\u2009GHz (Turbo Speed upto 4\u2009GHz) Cores', 'Hexa Core, 12 Threads', '8\u2009MB Cache', 'AMD Radeon AMD Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.1', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', '1\u2009MP Camera', 'Inbuilt Microphone']",['2 Cell Battery']
870,Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ Win11 Home),"₹41,490",106 votes,--rating: 4.1;,"['OS: Windows 11', 'Utility: Performance', '1.7\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['5th Gen AMD Ryzen 5 5500U', '6 x 2.1\u2009GHz (Turbo Speed upto 4\u2009GHz) Cores', 'Hexa Core, 12 Threads', '8\u2009MB Cache', 'AMD Radeon AMD Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.1', '2 x USB 2.0, 2 x USB 3.0', 'Fingerprint Sensor, Inbuilt Microphone']","['45\u2009Wh, 3 Cell BatteryGood']"
871,HP Victus 16 7K4J6PAACJ Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,990",66 votes,--rating: 4.55;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 23.3\u2009mmThick', '2.47\u2009kgHeavy', '1 Year Warranty']","['16.1\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 137\u2009PPILow', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i5 11400H ', '6 x 2.2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Hexa Core, 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce GTX 1650  GraphicsLargest', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['70\u2009Wh, 4 Cell BatteryGood']"
872,Asus Vivobook Pro 15 M6500QF-HN741WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹64,990",110 votes,--rating: 4.1;,"['OS: Windows 11', 'Utility: Performance', '1.8\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['5th Gen AMD Ryzen 7 5800H', '8 x 3.2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Cores', 'Octa Core, 16 Threads', '16\u2009MB Cache', '4\u2009GB, NVIDIA GeForce RTX 2050 GraphicsLargest', '16\u2009GB DDR4 RAMLargest', '512\u2009GB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.3', '2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['50\u2009Wh, 3 Cell BatteryGood']"
873,Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹94,990",91 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 17.9\u2009mmAverage', '1.7\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '2880\u2009x\u20091620\u2009pixelsGood', '~ 212\u2009PPIHigh', 'Anti Glare', '16:9 Aspect Ratio']","['13th Gen Intel Core i5 13500H', '4 x (Turbo Speed upto 4.7\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.5\u2009GHz) Efficient Cores', '12 Cores (4P + 8E), 16 Threads', '18\u2009MB Cache', 'Intel Integrated Iris Xe Graphics', '16\u2009GB LPDDR5 RAMAverage', '1\u2009TB SSD']","['HDMI, Thunderbolt', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone']",['4 Cell Battery']
874,Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,990",156 votes • 6 reviews,--rating: 4.15;,"['OS: Windows 11', 'Utility: Everyday Use, Business, Performance', 'Thickness: 19.9\u2009mmAverage', '1.6\u2009kgLight', '1 Year Warranty']","['14\u2009inchesSmall', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 157\u2009PPIHigh', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i3 1115G4', '2 x 3\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Dual Core, 4 Threads', '6\u2009MB Cache', 'Intel Integrated Intel UHD Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v4.2', '2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Inbuilt Microphone']","['37\u2009Wh, 2 Cell BatteryGood']"
875,Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹35,990","4,833 votes",--rating: 4.3;,"['OS: Windows 11', 'Utility: Performance', '1.8\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i3 1115G4', '2 x 3\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Dual Core, 4 Threads', '6\u2009MB Cache', 'Intel Integrated Integrated Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI', 'WiFi, Bluetooth v4.1', '2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['37\u2009Wh, 2 Cell BatteryGood']"
876,Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),"₹36,990",106 votes,--rating: 4.6;,"['OS: Windows 11', 'Utility: Everyday Use, Business, Performance, Gaming', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i3 1215U', '2 x 1.2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Hexa Core (2P + 4E), 8 Threads', '10\u2009MB Cache', 'Intel Integrated UHD Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']","['38\u2009Wh, 2 Cell BatteryGood']"
877,Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),"₹74,000",90 votes,--rating: 4.4;,"['OS: Windows 11', 'Utility: Performance', '3 Year Warranty']","['14\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 157\u2009PPIAverage', 'Anti Glare']","['11th Gen Intel Core i5 1135G7', '4 x 2.4\u2009GHz (Turbo Speed upto 4.2\u2009GHz) Cores', 'Quad Core, 8 Threads', '8\u2009MB Cache', 'Intel Iris Xe Graphics Graphics', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Thunderbolt', 'WiFi, Bluetooth v5.2', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['45\u2009Wh, 3 Cell BatteryGood']"
878,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),"₹51,999",81 votes,--rating: 4.6;,"['OS: Windows 11', 'Utility: Everyday Use, Business, Performance, Gaming', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i5 1235U', '2 x 1.3\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  8 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', '10 Cores (2P + 8E), 12 Threads', '12\u2009MB Cache', 'Intel Integrated UHD Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']","['38\u2009Wh, 2 Cell BatteryGood']"
879,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹31,990",214 votes,--rating: 4.15;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.9\u2009mmAverage', '1.74\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesLargest', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 147\u2009PPIHigh', 'Anti Glare']","['7th Gen AMD Ryzen 3 7320U', '4 x 2.4\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Quad Core, 8 Threads', '4\u2009MB Cache', 'AMD Radeon Graphics Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']",['38\u2009Wh BatteryGood']
880,Acer Aspire 7 A715-76G NH.QMFSI.003 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,990",91 votes • 2 reviews,--rating: 4.55;,"['OS: Windows 11', 'Utility: Performance', '2.1\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage']","['12th Gen Intel Core i5 12450H', '4 x 2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 1.5\u2009GHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Octa Core (4P + 4E), 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce GTX 3050 GraphicsLargest', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth v5.1', '3 x USB 3.0, 1 x USB Type-C', 'Fingerprint Sensor, Backlit Keyboard']",['3 Cell Battery']
881,Lenovo IdeaPad 3 15ITL6 82H803HLIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹35,990",78 votes,--rating: 4.7;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.9\u2009mmAverage', '1.65\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i3 1115G4', '2 x 3\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Dual Core, 4 Threads', '6\u2009MB Cache', 'Intel Integrated UHD Graphics', '8\u2009GB DDR4 RAMAverage', '256\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['45\u2009Wh BatteryGood']
882,Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),"₹73,889",82 votes,--rating: 4.45;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 17.9\u2009mmSlim', '1.7\u2009kgAverage', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['Intel Core i7', '4 x 1.3\u2009GHz (Turbo Speed upto 3.9\u2009GHz) Cores', 'Quad Core, 8 Threads', '8\u2009MB Cache', '2\u2009GB, NVIDIA GeForce MX450 GraphicsSmallest', '16\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '2 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['3 Cell Battery']
883,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹67,999",97 votes,--rating: 4.25;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 23.5\u2009mmThick', '2.46\u2009kgHeavy', '1 Year Warranty']","['16.1\u2009inchesLarge', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 137\u2009PPILow', 'Anti Glare', '16:9 Aspect Ratio']","['11th Gen Intel Core i5 11400H ', '6 x 2.2\u2009GHz (Turbo Speed upto 4.5\u2009GHz) Cores', 'Hexa Core, 12 Threads', '12\u2009MB Cache', '4\u2009GB, NVIDIA GeForce GTX 1650 GraphicsAverage', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']","['70\u2009Wh, 4 Cell BatteryGood']"
884,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,73,990",64 votes,--rating: 4.3;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 22.3\u2009mmThick', '2.87\u2009kgHeavy', '1 Year Warranty']","['16\u2009inchesAverage', '2560\u2009x\u20091600\u2009pixelsAverage', '~ 141\u2009PPILow', 'Anti Glare']","['13th Gen Intel Core i7 13650HX', '6 x (Turbo Speed upto 4.9\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.6\u2009GHz) Efficient Cores', '14 Cores (6P + 8E)', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsAverage', '32\u2009GB DDR5 RAMLargest', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['6 Cell Battery']
885,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,63,790",104 votes,--rating: 4;,"['OS: Windows 11', 'Utility: Gaming', 'Thickness: 22.3\u2009mmThick', '2.87\u2009kgHeavy', '1 Year Warranty']","['16\u2009inchesAverage', '2560\u2009x\u20091600\u2009pixelsAverage', '~ 141\u2009PPILow', 'Anti Glare']","['13th Gen Intel Core i7 13650HX', '6 x (Turbo Speed upto 4.9\u2009GHz) Performance Cores  8 x (Turbo Speed upto 3.6\u2009GHz) Efficient Cores', '14 Cores (6P + 8E)', '24\u2009MB Cache', '8\u2009GB, NVIDIA GeForce RTX 4060 GraphicsAverage', '16\u2009GB DDR5 RAMAverage', '1\u2009TB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth', '3 x USB 3.0, 1 x USB Type-C', 'Backlit Keyboard, Inbuilt Microphone']",['6 Cell Battery']
886,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),"₹29,490",107 votes,--rating: 4.75;,"['OS: Windows 11', 'Utility: Everyday Use', 'Thickness: 17\u2009mmSlim', '1.41\u2009kgLight', '1 Year Warranty']","['14\u2009inchesAverage', '1366\u2009x\u2009768\u2009pixelsAverage', '~ 112\u2009PPIAverage', 'Anti Glare', '16:9 Aspect Ratio']","['Intel Pentium Silver N6000', '4 x 1.1\u2009GHz (Turbo Speed upto 3.3\u2009GHz) Cores', 'Quad Core, 4 Threads', '4\u2009MB Cache', 'Intel UHD Graphics Graphics', '8\u2009GB DDR4  RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI, Multi Card Reader', 'WiFi, Bluetooth v4.2', '2 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']",['3 Cell Battery']
887,Lenovo IdeaPad 3 15ITL6 82H8038WIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹38,889",105 votes,--rating: 4.35;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.9\u2009mmAverage', '1.65\u2009kgAverage', '2 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['11th Gen Intel Core i3 1115G4', '2 x 3\u2009GHz (Turbo Speed upto 4.1\u2009GHz) Cores', 'Dual Core, 4 Threads', '6\u2009MB Cache', 'Intel Integrated UHD Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['HDMI, Multi Card Reader', 'WiFi, Bluetooth v5.0', '1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C', 'Inbuilt Microphone']","['45\u2009Wh, 3 Cell BatteryGood']"
888,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹34,990",81 votes,--rating: 4.15;,"['OS: Windows 11', 'Utility: Performance', 'Thickness: 19.8\u2009mmSlim', '1.78\u2009kgHeavy', '1 Year Warranty']","['15.6\u2009inchesAverage', '1920\u2009x\u20091080\u2009pixelsAverage', '~ 141\u2009PPIAverage', 'Anti Glare']","['12th Gen Intel Core i3 1215U', '2 x 1.2\u2009GHz (Turbo Speed upto 4.4\u2009GHz) Performance Cores  4 x 900\u2009MHz (Turbo Speed upto 3.3\u2009GHz) Efficient Cores', 'Hexa Core (2P + 4E), 8 Threads', '10\u2009MB Cache', 'Intel Iris Xe Graphics  Graphics', '8\u2009GB DDR4 RAMAverage', '512\u2009GB SSD']","['Ethernet (LAN), HDMI', 'WiFi, Bluetooth', '1 x USB 2.0, 2 x USB 3.0', 'Inbuilt Microphone']","['45\u2009Wh, 3 Cell BatteryGood']"
